processed_frame_idx,original_frame_idx,timestamp_sec,detections_count,detected_classes,avg_confidence,total_share_of_screen
599,2995,59.9,2,hp,0.6200951933860779,0.0002414741538814269
600,3000,60.0,1,okx,0.5144184231758118,0.0002767570549622178
601,3005,60.1,1,okx,0.483364999294281,0.0002864596899598837
602,3010,60.2,3,"hp, okx",0.5036929547786713,0.0007076683978084475
603,3015,60.3,1,okx,0.47916069626808167,0.00028990593273192644
604,3020,60.4,2,okx,0.432703897356987,0.0004749231302412227
606,3030,60.6,1,okx,0.40450263023376465,0.000335105782141909
607,3035,60.7,1,okx,0.40830281376838684,0.0003536222502589226
609,3045,60.9,1,okx,0.45188504457473755,0.0001830659166444093
610,3050,61.0,2,"hp, okx",0.445304736495018,0.0005327597900759429
611,3055,61.1,2,okx,0.535976454615593,0.0006414513773052022
612,3060,61.2,1,okx,0.577897846698761,0.0003804256848525256
613,3065,61.3,1,okx,0.7218014001846313,0.0004572610487230122
614,3070,61.4,1,okx,0.6463364362716675,0.00039992830716073513
615,3075,61.5,1,okx,0.6504716277122498,0.0004505117249209434
616,3080,61.6,2,okx,0.6123116612434387,0.0008694491407368332
617,3085,61.7,2,okx,0.4898812174797058,0.0007277480326592922
618,3090,61.8,2,"hp, okx",0.53105428814888,0.0007022316713118926
619,3095,61.9,3,"hp, okx",0.5461691617965698,0.0009061412638402544
620,3100,62.0,3,"hp, okx",0.5580853919188181,0.0007189779862528667
621,3105,62.1,2,"hp, okx",0.6306963860988617,0.0007546608248958364
622,3110,62.2,2,"hp, okx",0.6365435421466827,0.0008747138053877279
623,3115,62.3,1,okx,0.6940682530403137,0.0006537471781484783
624,3120,62.4,2,"hp, okx",0.6461374461650848,0.0007533218522439711
625,3125,62.5,3,"hp, okx",0.6200343469778696,0.0013246615853859112
626,3130,62.6,3,"hp, okx",0.5909925897916158,0.0013854470162186772
627,3135,62.7,2,"hp, okx",0.6028415262699127,0.0011126573517685756
628,3140,62.8,2,"hp, okx",0.6390331983566284,0.0012201015051687136
629,3145,62.9,2,"hp, okx",0.5500806570053101,0.0013719073322135955
630,3150,63.0,4,"hp, okx",0.5713408887386322,0.00248933608236257
631,3155,63.1,4,hp,0.565117284655571,0.0007361622410826385
632,3160,63.2,3,hp,0.7118122776349386,0.0006289041630225256
633,3165,63.3,3,hp,0.6969429055849711,0.0007533457392128184
634,3170,63.4,4,hp,0.6512131839990616,0.0013540883956011385
635,3175,63.5,3,hp,0.8135950366655985,0.0011530981282703578
636,3180,63.6,2,hp,0.6916460692882538,0.0006240636575967073
637,3185,63.7,1,hp,0.8085509538650513,0.0006147821550257504
647,3235,64.7,1,okx,0.49289941787719727,0.0002558516280259937
651,3255,65.1,1,okx,0.6404600143432617,0.0005692933918908238
653,3265,65.3,1,okx,0.6107622981071472,0.003819648176431656
661,3305,66.1,1,petronas,0.6849968433380127,0.006640377454459667
662,3310,66.2,2,aramco,0.4890708774328232,0.0008354930905625224
663,3315,66.3,1,aramco,0.7391718626022339,0.0006452989764511585
664,3320,66.4,2,aramco,0.714291900396347,0.0012068796786479652
665,3325,66.5,3,aramco,0.5820311506589254,0.0022209909511730075
666,3330,66.6,1,aramco,0.48222097754478455,0.0008244014461524785
667,3335,66.7,1,aramco,0.6021726131439209,0.001149640535004437
668,3340,66.8,2,aramco,0.6082734167575836,0.0024117238353937864
669,3345,66.9,3,aramco,0.7138269543647766,0.0047926726983860135
670,3350,67.0,4,"aramco, hp",0.705582782626152,0.005962820025160909
671,3355,67.1,5,"aramco, hp",0.6571090757846832,0.007980745358509012
672,3360,67.2,3,aramco,0.6497427523136139,0.010310857556760311
673,3365,67.3,3,"aramco, petronas",0.5376616815725962,0.014670378994196653
674,3370,67.4,2,"aramco, hp",0.5687409043312073,0.005639149392663967
675,3375,67.5,3,"aramco, hp",0.6625688076019287,0.0099730059155263
676,3380,67.6,5,"hp, petronas",0.6181399822235107,0.014481948062893935
677,3385,67.7,5,"atlasian, hp",0.6647313416004181,0.0015168197132879868
680,3400,68.0,1,okx,0.4293985366821289,0.00011940380500163883
682,3410,68.2,1,okx,0.4420638978481293,0.0001220783160533756
683,3415,68.3,1,okx,0.7147201895713806,0.000320385122904554
685,3425,68.5,1,okx,0.40036967396736145,0.0001960444642463699
687,3435,68.7,1,okx,0.7768662571907043,0.0004793853731825948
688,3440,68.8,1,okx,0.6159430146217346,0.0007002977654337883
689,3445,68.9,1,okx,0.7276308536529541,0.0006880395230837166
701,3505,70.1,1,moneygram,0.47483736276626587,0.00401065731421113
714,3570,71.4,1,petronas,0.4621710479259491,0.0010025680530816317
717,3585,71.7,1,petronas,0.4016529619693756,0.0016730817733332515
719,3595,71.9,1,petronas,0.44505321979522705,0.0024481797590851784
725,3625,72.5,1,oracle,0.44325149059295654,0.0015031466027721763
727,3635,72.7,2,oracle,0.5892827212810516,0.003029334999155253
729,3645,72.9,1,oracle,0.5990990400314331,0.0006486763595603406
730,3650,73.0,1,oracle,0.5043991804122925,0.0007194728241302073
732,3660,73.2,1,oracle,0.7154375910758972,0.0007149995653890073
734,3670,73.4,1,oracle,0.46384480595588684,0.000636799493804574
738,3690,73.8,1,moneygram,0.6197760701179504,0.005770155694335699
742,3710,74.2,1,oracle,0.46673688292503357,0.0006350846961140633
745,3725,74.5,1,oracle,0.7287556529045105,0.0007095349137671292
763,3815,76.3,1,oracle,0.5343170762062073,0.0004465122474357486
764,3820,76.4,1,oracle,0.5553287863731384,0.0005863098776899278
808,4040,80.8,1,bwt,0.7062804698944092,0.0055098929442465305
819,4095,81.9,1,capp,0.5574778914451599,0.025644004344940186
858,4290,85.8,1,atlasian,0.5488749146461487,0.0013564318651333451
859,4295,85.9,2,"atlasian, kick",0.481457382440567,0.001806770458642859
868,4340,86.8,1,aramco,0.44345778226852417,0.0012693407479673624
881,4405,88.1,1,atlasian,0.7141933441162109,0.0005339981289580464
882,4410,88.2,1,atlasian,0.8565544486045837,0.0006056710262782872
883,4415,88.3,1,atlasian,0.7452459931373596,0.0010406379587948322
884,4420,88.4,1,atlasian,0.765296459197998,0.0006832415238022804
885,4425,88.5,1,atlasian,0.6371092796325684,0.001399138942360878
886,4430,88.6,1,atlasian,0.7937868237495422,0.002599474275484681
893,4465,89.3,1,atlasian,0.4924717843532562,0.00035665795439854264
894,4470,89.4,1,atlasian,0.4014317989349365,0.00040074330172501504
895,4475,89.5,1,atlasian,0.4770709276199341,0.0005122588481754065
898,4490,89.8,1,atlasian,0.4002309739589691,0.0008754290174692869
899,4495,89.9,1,atlasian,0.6173515915870667,0.0007820347091183066
903,4515,90.3,1,kick,0.6683507561683655,0.0004772077954839915
919,4595,91.9,1,atlasian,0.4740065038204193,0.00528964726254344
920,4600,92.0,1,atlasian,0.6360061168670654,0.0026902337558567524
921,4605,92.1,1,atlasian,0.6423917412757874,0.002390525536611676
922,4610,92.2,1,atlasian,0.44915926456451416,0.0022215882781893015
923,4615,92.3,1,atlasian,0.47106876969337463,0.0017208368517458439
924,4620,92.4,1,atlasian,0.48668697476387024,0.001589943072758615
931,4655,93.1,1,atlasian,0.4659372866153717,0.0010733178351074457
933,4665,93.3,1,petronas,0.7910118699073792,0.003404050599783659
942,4710,94.2,1,atlasian,0.7903510332107544,0.0010994249023497105
943,4715,94.3,1,atlasian,0.6278777122497559,0.0012674947502091527
944,4720,94.4,1,atlasian,0.5840992331504822,0.001343425246886909
945,4725,94.5,1,petronas,0.4437595009803772,0.0017962225247174501
946,4730,94.6,1,atlasian,0.4352060854434967,0.0009980833856388927
947,4735,94.7,1,petronas,0.4390416443347931,0.0002603991306386888
949,4745,94.9,1,petronas,0.4423711597919464,0.004434087313711643
950,4750,95.0,1,kick,0.5128028988838196,0.00018695702601689845
957,4785,95.7,1,bwt,0.4794915020465851,0.00015142501797527075
960,4800,96.0,1,bwt,0.41207632422447205,0.00040906411595642567
961,4805,96.1,1,bwt,0.4129025340080261,0.00031830265652388334
969,4845,96.9,2,bwt,0.47472767531871796,0.0011444693082012236
973,4865,97.3,1,bwt,0.8211227655410767,0.0022790227085351944
974,4870,97.4,1,bwt,0.90511155128479,0.0032803830690681934
975,4875,97.5,1,bwt,0.9249378442764282,0.003771305549889803
976,4880,97.6,1,bwt,0.9143223166465759,0.003613024950027466
977,4885,97.7,1,bwt,0.9371941089630127,0.00298268161714077
978,4890,97.8,1,bwt,0.9125974178314209,0.002265299903228879
979,4895,97.9,1,bwt,0.8506230711936951,0.0012846221216022968
980,4900,98.0,1,bwt,0.8629744648933411,0.0008567874319851398
981,4905,98.1,1,bwt,0.8028022050857544,0.0005950828781351447
982,4910,98.2,1,bwt,0.6726194620132446,0.0002861061366274953
983,4915,98.3,1,bwt,0.5595217943191528,0.00020336543093435466
985,4925,98.5,1,aramco,0.44614094495773315,0.0005284200306050479
994,4970,99.4,1,bwt,0.4957629144191742,0.0014575135428458452
1002,5010,100.2,1,petronas,0.4225793480873108,0.0007728776545263827
1004,5020,100.4,1,petronas,0.5214352011680603,0.0010391452815383673
1011,5055,101.1,1,petronas,0.6367700695991516,0.0007905184756964445
1012,5060,101.2,1,bwt,0.47158756852149963,0.0013611004687845707
1016,5080,101.6,1,bwt,0.6133288741111755,0.0026109968312084675
1019,5095,101.9,1,bwt,0.6320096254348755,0.010425431653857231
1020,5100,102.0,1,bwt,0.43779227137565613,0.027612265199422836
1024,5120,102.4,1,bwt,0.4713064432144165,0.05551235005259514
1025,5125,102.5,1,bwt,0.8861724734306335,0.023398639634251595
1026,5130,102.6,1,bwt,0.9098852872848511,0.009997366927564144
1027,5135,102.7,1,bwt,0.7896240949630737,0.0039001349359750748
1029,5145,102.9,1,bwt,0.4014494717121124,0.0003871604276355356
1030,5150,103.0,1,bwt,0.47321832180023193,0.00034522649366408587
1031,5155,103.1,1,bwt,0.5955952405929565,0.0002709741238504648
1032,5160,103.2,1,bwt,0.5587711930274963,0.0002406413696007803
1033,5165,103.3,1,bwt,0.6104226112365723,0.0002283922367496416
1035,5175,103.5,1,bwt,0.5830656290054321,0.00027012114878743887
1036,5180,103.6,1,bwt,0.532470703125,0.000258224259596318
1038,5190,103.8,1,bwt,0.4219183623790741,0.00027724308893084526
1039,5195,103.9,2,"bwt, moneygram",0.5931423902511597,0.00045835788478143513
1040,5200,104.0,1,bwt,0.521485447883606,0.000315971759846434
1043,5215,104.3,1,moneygram,0.5733985304832458,0.00012354653154034168
1054,5270,105.4,1,bwt,0.6227418780326843,0.003911363892257214
1055,5275,105.5,1,bwt,0.8740238547325134,0.0062278863042593
1056,5280,105.6,1,bwt,0.8897945880889893,0.01110899355262518
1057,5285,105.7,1,bwt,0.8944224119186401,0.014674441888928413
1058,5290,105.8,1,bwt,0.9196633696556091,0.012137934565544128
1059,5295,105.9,1,bwt,0.8975365161895752,0.00848079938441515
1060,5300,106.0,1,bwt,0.915515661239624,0.0046966890804469585
1061,5305,106.1,1,bwt,0.8268713355064392,0.002932097529992461
1062,5310,106.2,1,bwt,0.5300331711769104,0.000905257067643106
1063,5315,106.3,1,capp,0.6043822169303894,0.0007374424603767693
1101,5505,110.1,1,bwt,0.49416470527648926,0.000493172206915915
1103,5515,110.3,1,bwt,0.48831722140312195,0.0005603426252491772
1104,5520,110.4,1,bwt,0.4951931834220886,0.0005588607746176422
1105,5525,110.5,1,bwt,0.4560328722000122,0.000604924454819411
1108,5540,110.8,1,bwt,0.4212892949581146,0.0007224298897199333
1110,5550,111.0,1,bwt,0.417192667722702,0.0007755779079161584
1111,5555,111.1,1,bwt,0.4401853680610657,0.0007456074235960841
1113,5565,111.3,2,bwt,0.4882987290620804,0.0015971611719578505
1114,5570,111.4,1,bwt,0.4827965795993805,0.0008433213806711137
1115,5575,111.5,1,bwt,0.5145255923271179,0.0008106372551992536
1116,5580,111.6,1,bwt,0.47366103529930115,0.0011287406086921692
1117,5585,111.7,1,bwt,0.6324238777160645,0.0011045737192034721
1119,5595,111.9,1,bwt,0.46662482619285583,0.0012686913833022118
