model,mAP@50,mAP@50:95,mAP@75,precision@0.5conf_0.5iou,recall@0.5conf_0.5iou,f1@0.5conf_0.5iou
RF-DETR Small,0.5238329113383189,0.30009922540819317,0.2745784553337027,0.7980295566502463,0.5934065934065934,0.680672268907563
